video_id,published_at,channel_id,title,description,channel_title,subscriber_count,channel_published_at,channel_country,channel_video_count,channel_keywords,channel_topic_categories,avg_comment_sentiment,comment_sentiment_std,avg_top_comment_replies,thumbnail_url,tags,category_id,topic_categories,license,live_broadcast_content,default_language,default_audio_language,is_embeddable,made_for_kids,favorite_count,duration,definition,caption,licensed_content,added_at,fetch_timestamp,view_count,like_count,comment_count,duration_seconds,days_since_published,views_per_day,peak_rank,will_trend,days_to_peak,performance_bucket
6F9zpvbsQ6g,2025-10-05 05:30:03+00:00,UCQ596gwldwHJX2OSAtWljew,shambhala telugu movie  official trailer  aadi sai kumar  archana iyer  swasika  ugandhar muni,,Everyday Show,68100,,,,,,,,,,everyday show aadi sai kumar shambhala movie official trailer aadi sai kumar shambhala teaser aadi sai kumar shambhala movie trailer shambhala telugu movie official trailer aadi sai kumars shambhala movie trailer shambhala telugu movie teaser release  aadi sai kumar aadi sai kumar shambhala trailer aadi sai kumar shambhala movie teaser aadi sai kumar shambhala movie shambhala telugu movie official teaser aadi sai kumars shambhala shambhala movie official trailer,24,,,,,,,,,133.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,300213,5257,138,133,1,150106.5,300213,0,1,Popular
ByYfGWyo5Qc,2025-10-06 15:40:24+00:00,UCCi9hDSQHLS1KX59gzQoTqQ,1 choo choo charles with anshuman gaming shortfeed shortslive chainedtogethergame wormateio,,AnshuMan Gaming,1080000,,,,,,,,,,,20,,,,,,,,,5002.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,820833,6639,2,5002,0,820833.0,820833,0,0,Popular
L8sJ8ZP43_4,2025-10-04 05:39:16+00:00,UCpQ-wkvGlvTGXhKmc0TsHvw,top non stop live rasiya       full hd video live,,Shivam Music HD,76600,,,,,,,,,,payal ki khanak anil rawat mohit love kajal hathrasi farmani naz,10,,,,,,,,,70.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-04 00:00:00+00:00,86739,857,43,70,-1,inf,788711,0,2,Popular
L8sJ8ZP43_4,2025-10-04 05:39:16+00:00,UCpQ-wkvGlvTGXhKmc0TsHvw,top non stop live rasiya       full hd video live,,Shivam Music HD,76600,,,,,,,,,,payal ki khanak anil rawat mohit love kajal hathrasi farmani naz,10,,,,,,,,,70.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,788711,4228,201,70,2,262903.6666666667,788711,0,2,Popular
AGTVx1v_79k,2025-10-04 15:30:07+00:00,UCTIVZALCaLB-XPkhHKSpA-Q,family express kannada official trailer 4k  jrm studio  gowrav shetty  pallavi  baski  rohit ,,JRM Studio,955000,,,,,,,,,,web series webseries short film meese mathu jade official video    jrm studio jrm studios jothirao mohit short films jothi rao mohit jrm studio kannada latest short films 2021 kannada latest short films kannada short films amruthanjan trailer amruthanjan kannada latest films kannada short film short films new kannada short movies kannada comedy short movies 2021 kannada comedy movies kannada love short films trending videos 2021 trending,24,,,,,,,,,147.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,98044,3097,80,147,2,32681.333333333332,98044,0,2,Standard
SjtOCuYmQXk,2025-10-06 17:00:46+00:00,UCeBBy-IqsJxGlt-QcWj35Kg,godl back in form k9 is built different ninjaboi 1 mvp,,Mr Spike,1030000,,,,,,,,,,,20,,,,,,,,,3147.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,210961,18258,783,3147,0,210961.0,210961,0,0,Standard
f0FCLpLCV5I,2025-10-07 01:15:02+00:00,UC4wTSf0D-raeiVTlRl9g8Pg,video        milbau chori chori tohra se gori  pankaj matalbi yadav  anjali,,DEHATI KHORTHA MUSIC,44600,,,,,,,,,,milbau chori chori tohra se gori pankaj matalbi new song pankaj matalbi yadav official aibo tora gauwa ke aari instagram trending song bhojpuri reels trending songs insta trending reels songs pankaj matalbi yadav song parul mahi bhojpuri song parul mahi ka gana parul mahi new song,10,,,,,,,,,414.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,27621,289,1,414,-1,inf,27621,0,-1,Standard
rae7NrU40X8,2025-10-07 05:12:46+00:00,UCR4z8ccOWNoUThB4VAMNBTg,kantara chapter 1 trailer  kannada  rishab shetty  reaction,,OUR STUPID REACTIONS,1410000,,,,,,,,,,our stupid reactions korbin miles rick segall osr,23,,,,,,,,,544.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,15716,1041,136,544,-1,inf,15716,0,-1,Standard
8VdHp0ZoryE,2025-10-06 06:15:09+00:00,UCsSsgPaZ2GSmO6il8Cb5iGA,skibidi toilet 79 part 3,,DaFuq!?Boom!,46600000,,,,,,,,,,skibidi toilet skibidi toilet 79 part 3 79 part 3 episode 79 skebedee skibidee toilet toilet skibidi alliance cameraman astro toilet watchman of doom dafuqboom brainrot gaming source sfm scifi tv woman speakerman speakermen wod astros secret agent administrator part 3,24,,,,,,,,,379.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,6229866,402778,51752,379,0,6229866.0,6229866,1,0,Viral
n0RIgky8nzc,2025-10-04 13:19:28+00:00,UCLbdVvreihwZRL6kwuEUYsA,singari lyrical song  dude  pradeep ranganathan mamitha baiju  saiabhyankkar   keerthiswaran,,Think Music India,21500000,,,,,,,,,,singari lyric video singari song singari dude movie song dude songs dude dude tamil movie pradeep ranganathan pradeep ranganathan movies pr sai abhyankkar songs sai abhyankkar music sai abhyankkar mamitha baiju mamitha baiju songs sai smriti sarath kumar sanjay samvi latest tamil movies new tamil movies tamil movies 2025 new songs tamil tamil new songs songs tamil songs 2025 latest tamil songs new tamil songs parithabangal dravid selvam,10,,,,,,,,,215.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,5756720,59922,1794,215,2,1918906.6666666667,5756720,1,2,Viral
eW-nFonrsnA,2025-10-06 09:02:32+00:00,UC1dpwMXjjPe87utZQRrEr3Q,onepunch man season 3  official trailer  crunchyroll india,,Crunchyroll India,233000,,,,,,,,,,,24,,,,,,,,,53.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,126078,5282,515,53,0,126078.0,126078,0,0,Standard
F_Uw10vgjZM,2025-10-06 07:30:05+00:00,UCJD5R47XWLmJ7nn18T2ZW4w,michael become billionaire in gta 5 real life 48,,Dattrax Gaming,2660000,,,,,,,,,,techno gamerz dattrax gaming gta gta 5 gta online pc gta 5 gameplay gta v hindi gameplay gta 5 funny moments gta 5 wins gta 5 lamborghini gta 5 stealing supercar gta 5 stunts gta 5 thug life grand theft auto v gta v online gta 5 gta 5 epic moments gta v funny moments awesome gta 5 stunts best moments techno gamerz gta 5 gta 5 techno gamerz gta 5 techno gamerz new video techno gamer gta 5 techno gamerz gta 5 gameplay techno gamerz gta v,20,,,,,,,,,4119.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,529632,32099,4158,4119,0,529632.0,529632,0,0,Popular
-yaUiBlOYn0,2025-10-04 11:34:19+00:00,UCn4rEMqKtwBQ6-oEwbd4PcA,kiss kiss bang bang  they call him og  pawan kalyan  emraanhashmi  nehashetty sujeeth  thamans,,Sony Music South,20800000,,,,,,,,,,sony music south sony music latest song telugu songs 2023 songs in telugu telugu movie songs video songs telugu new telugu songs hungrycheetah theycallhimog pawan kalyan priyanka arul mohan sujeeth firestorm is coming first storm og first single og pawan pawan kalyan songs thaman s thaman songs telugu telugu songs telugu songs new pawan kalyan og thaman songs pawan kalyan og teaser pawan kalyan og trailer telugu trending songs og movie,10,,,,,,,,,258.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-04 00:00:00+00:00,475390,42356,837,258,-1,inf,1962800,1,2,High-Performing
-yaUiBlOYn0,2025-10-04 11:34:19+00:00,UCn4rEMqKtwBQ6-oEwbd4PcA,kiss kiss bang bang  they call him og  pawan kalyan  emraanhashmi  nehashetty sujeeth  thamans,,Sony Music South,20800000,,,,,,,,,,sony music south sony music latest song telugu songs 2023 songs in telugu telugu movie songs video songs telugu new telugu songs hungrycheetah theycallhimog pawan kalyan priyanka arul mohan sujeeth firestorm is coming first storm og first single og pawan pawan kalyan songs thaman s thaman songs telugu telugu songs telugu songs new pawan kalyan og thaman songs pawan kalyan og teaser pawan kalyan og trailer telugu trending songs og movie,10,,,,,,,,,258.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1962800,75742,1289,258,2,654266.6666666666,1962800,1,2,High-Performing
EDxDQfxO0xc,2025-10-06 14:41:14+00:00,UC0atxk1vvXlRUSSPULZlLMg,long slide game with cow elephant gorilla hippopotamus tiger  3d animal game  funny 3d animals,,Teodorissimo - FunAnimation,1160000,,,,,,,,,,wild animals funny animals animals elephant mammoth elephant animal revolt battle animal fights animal game animal games buffalo cartoon animal games funny animal videos farm animals animal zoo animals 3d animals animals cage game animals games zoo animals names cute animals monster lion mammoth attacks cow cartoon buffalo cartoon animals animals for kids animal fight animal names and sounds for kids learn animal names,24,,,,,,,,,653.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,331674,33577,1365,653,0,331674.0,331674,0,0,Popular
2hiEFxxdVg8,2025-10-05 01:11:01+00:00,UCtdQBK4M2xVcJp64dMg_R8Q,video     raushan rohi new song  bihar sarkar  srishti bharti  rangdari song 2025,,DIC Bhojpuri,2450000,,,,,,,,,,raushan rohi new song raushan rohi new song 2025 raushan rohi raushan rohi 2025 srishti bharti srishti bharti aur raushan rohi ka new magahi song raushan rohi new magahi song 2025 main 300 me bikne lagi bihar sarkar raushan rohi song srishti bharti magahi song 2025 raushan rohi magahi song 2025 mai 300 me bikane lagi   raushan rohi 300 me karo hi mal sel   dic bhojpuri bihar sarkar new song srishti bharti maghi song kiran singh interview,10,,,,,,,,,201.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,418764,19359,858,201,1,209382.0,418764,0,1,Popular
TSZawkBT-VE,2025-10-06 16:52:57+00:00,UCL5XHWph18bNlDONnBkYwLg,double victory  free fire  two games two wins in one video  saok dosto freefire ,,saok dosto,1130,,,,,,,,,,,20,,,,,,,,,172.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,54157,1550,15,172,0,54157.0,54157,0,0,Standard
cF0z6quD8pQ,2025-10-05 12:30:06+00:00,UCUNy4nRpaLV2Gc1op1w-xsg,sundari song dj sanju rathod  tak tak dekharo savariya  sundari sundari tujhe nav kay hai  its ay,,It's AY Remix,81000,,,,,,,,,,dj song sanju rathod new song sundari song sanju rathoda tal tak dekhro savavriya sundari sundari tujhe nav kay hai its ay remix ay remix param sundari sundari marathi song sanju rathod sundari song marathi song sundari dj song tujhe nav kay hai sanju rathore new dj song,10,,,,,,,,,241.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,181130,1653,27,241,1,90565.0,181130,0,1,Standard
gwPiQCKMCS0,2025-09-28 07:47:53+00:00,UC9XSYqpngMHTJ644xaaRm5A,         free fire video  ,,Mr sonu  ff,964,,,,,,,,,,,22,,,,,,,,,250.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,258934,667,16,250,8,28770.444444444445,258934,0,8,Popular
wheyCq4k8W8,2025-10-07 03:30:06+00:00,UCmKIWi-Q_dG-B8TY8-XrVCQ,aslam singer sr 8400 new        new 4k official video song  aslam singer zamidar,,Aslam Singer Zamidar,1200000,,,,,,,,,,,10,,,,,,,,,1062.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,52891,8173,628,1062,-1,inf,52891,0,-1,Standard
o6vdd4AbqJ4,2025-10-05 13:39:37+00:00,UCJS4UHGP6Q3BI-0ZIGrGXgw,rs1 vs rs100000 luxury bunker mining in minecraft,,Junkeyy,2770000,,,,,,,,,,luxury bunker mining in minecraft mining competition minecraft minecraft hindi minecraft funny junkeyy,20,,,,,,,,,1068.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,669847,13882,1323,1068,1,334923.5,669847,0,1,Popular
r5lifKt5wK0,2025-10-04 00:30:43+00:00,UCcBZyztk8VAs5EPEJ1L159A,video      ashish yadav         new magahi sad song 2025,,Khatu Entertainment,15900,,,,,,,,,,ashish yadav    photwa janwa letau ashish yadav ashish yadav ke gana ashish yadav sad song 2025 aashish yadav ke gana sad song ashish yadav maghi sad song ashish yadav aashish yadav new song aashish yadav ka naya gana ashish yadav sad song 2025 ashish yadav sad song sad song ashsih yadav ashish yadav sad song gana ashish yadav sad song new magahi sad song 2025 maghi song video new aashish yadav jhumta song aashish yadav dj song,10,,,,,,,,,286.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-04 00:00:00+00:00,201278,6261,249,286,-1,inf,934099,1,2,High-Performing
r5lifKt5wK0,2025-10-04 00:30:43+00:00,UCcBZyztk8VAs5EPEJ1L159A,video      ashish yadav         new magahi sad song 2025,,Khatu Entertainment,15900,,,,,,,,,,ashish yadav    photwa janwa letau ashish yadav ashish yadav ke gana ashish yadav sad song 2025 aashish yadav ke gana sad song ashish yadav maghi sad song ashish yadav aashish yadav new song aashish yadav ka naya gana ashish yadav sad song 2025 ashish yadav sad song sad song ashsih yadav ashish yadav sad song gana ashish yadav sad song new magahi sad song 2025 maghi song video new aashish yadav jhumta song aashish yadav dj song,10,,,,,,,,,286.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,934099,15754,471,286,2,311366.3333333333,934099,1,2,High-Performing
lEBC3Fhme70,2025-10-06 08:50:35+00:00,UCTyg-vQ70A1m0lB1cLbu38Q,minecraft but crafts come to life in italian brainrot mob battle,,Mc flame,2530000,,,,,,,,,,mc flame minecraft mc flame trolling sister minecraft tung tung tung sahur italian brainrot italian brainrot minecraft crafts come to life in an italian brainrot mob battle mob battle italian brainrot mob battle,20,,,,,,,,,1359.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,234571,3658,223,1359,0,234571.0,234571,0,0,Standard
M7NX_14oOl8,2025-10-04 10:30:14+00:00,UCeFwYJX4eHcwJDifaYn6YFQ,payal ki khanak  official video  hindi new song  anil rawat  mohit love  bhaigiri music,,MAHI ALWAR,9530,,,,,,,,,,payal ki khanak           payal ki khanak anil rawat viral song payal ki khanak se jagege sajna       anil rawat viral song anil rawat trending song payal ki khanak trending song payal ki khanak viral song kaise aau milne bajenge kagna bhaigiri music,10,,,,,,,,,746.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,332166,1572,31,746,2,110722.0,332166,0,2,Popular
k6XPhTeEgVE,2025-10-06 06:41:01+00:00,UCGm8jo-fv2ZSYA6-IcMybLA,franklins house upgraded in police station in indian bike driving 3d,,R A T 🐭,488000,,,,,,,,,,indian bike driving 3d house change indian bike driving 3d house indian bike driving 3d indian bikes driving 3d indian bike game indian bike driving 3d new update indian bike driving 3d cheat codes indian bike driving 3d gameplay indian bike driving 3d new house indian bike driving 3d update house upgrade franklin shinchan gta5 gta mods gta 5 hindi franklin house upgraded in indian bike driving 3d police station house upgrade police house in indian bike driving 3d,20,,,,,,,,,770.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,358951,4607,143,770,0,358951.0,358951,0,0,Popular
GpCHhlz7Vlw,2025-10-07 01:15:01+00:00,UC_oLUu-LxYOn9mDRR9k5x-A,video  khesari lal yadav      shilpi raj  gajab tohar naina  bhojpuri song 2025,,SPEED RECORDS BHOJPURI,7000000,,,,,,,,,,speed records bhojpuri    gajab tohar naina khesari lal yadav ke new song khesari lal yadav ke gana gajab tohar naina khesari lal yadav khesari lal yadav ke hit gana khesari lal yadav new song shilpi raj new song khesari lal yadav song new bhojpuri song new song shilpi raj bhojpuri songs khesari lal yadav new bhojpuri song khesari lal yadav gajab tohar naina khesari lal yadav shilpi raj khesari lal yadav shilpi raj song khesari ke new gana,10,,,,,,,,,197.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,258427,36199,5083,197,-1,inf,258427,0,-1,Popular
iR-MfnaIrPk,2025-10-06 07:35:01+00:00,UCt3mMVAyGhwQb_ZBGp_p85g,franklin shinchan  pinchan change their poor life to richest life in gta 5  gta 5 mods,,Flight Gamer,8330000,,,,,,,,,,gta 5 mods gta v mods shinchan in gta 5 shinchan gta 5 gta 5 shinchan techno gamerz gta 5 gta gta v gta 5 techno gamerz shinchan in hindi techno gamerz hulk flight gamer flight gamer flight game mods gta 5 shinchan become poor shinchan become billionaire franklin rich life franklin richest person journey to richest franklin become rich franklin shinchan  pinchan change their poor life to richest life in gta 5 franklin life rich,20,,,,,,,,,1957.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,350263,8146,593,1957,0,350263.0,350263,0,0,Popular
Q4k0zg4Hi64,2025-10-05 23:30:08+00:00,UC8k2EuJHSiZXmCr55OAp2FQ,      pawan singh kerawa ke patawa pa newta pethawani  chhath geet 2025,,Bhojpuri Bhakti Live,899000,,,,,,,,,,,10,,,,,,,,,268.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,47494,190,5,268,1,23747.0,47494,0,1,Standard
XtdH7tIxZBU,2025-10-06 17:12:27+00:00,UCjozuND0dR5sNgNUKJaEcRg,platform 8 horror game live  shortslive horrorgaming,,Ajay Khutail,1400000,,,,,,,,,,,20,,,,,,,,,3701.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,745077,4341,1,3701,0,745077.0,745077,0,0,Popular
oePD_YISjks,2025-10-05 00:30:47+00:00,UC5XQlQVSeQYwaNmVmQ7qYRQ,video chal jaib mayke      aksharasingh  madhukar aanad mintuaa new bhojpuri song,,Akshara Singh,4630000,,,,,,,,,,chal jaib mayke chal jaib mayke akshara singh akshara singh  mintuaa song mintuaa bhojpuri song chal jaib mayke akshara singh  mintua akshara singh new song akshara singh song chal jaib mayke new song new bhojpuri song mintua bhojpuri comedy bhojpuri song akshara singh bhojpuri song        chal jaib mayke to ke dihi khaye ke chal jaib mayke video song mintuaa  akshara singh dont touch my hand video bhojpuri bhojpuri,10,,,,,,,,,203.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,472663,16092,975,203,1,236331.5,472663,0,1,Popular
Y-l5w__hFL4,2025-10-06 10:49:17+00:00,UCUgA8t4DaUt50fvL79oF5wA,evolving my brainrots until they become mutated in roblox ,,Shivang Mini,1110000,,,,,,,,,,eat a bodybuilder bodybuilder roblox shivang mini roblox hindi gaming with shivang 20 roblox gaming shivang mini eat your friend roblox shivang mini funny game roblox chapati hindsutani gamer roblox simulator roblox gym simulator roblox online game robux roblox games simulator tung tung tung sahur brain rot steal an italian brainrot in roblox  evolving my brainrots until they become mutated in roblox ,20,,,,,,,,,939.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,245919,4870,1114,939,0,245919.0,245919,0,0,Standard
FhMGa0myStY,2025-10-06 22:15:00+00:00,UCq32Ks-WZxhIXl-ItUn-3Og,                  ,,Shree Hanuman Chalisa,442000,,,,,,,,,,manoj mishra sampurn sundar kand  super fast sundarkand  manoj mishra manoj mishra hanuman sundar kand sampurn sundar kand by manoj mishra sampurn sundar kand manoj mishra 2025 sundarkand by manoj mishra manoj mishra sundarkand 2025 super fast sundarkand  manoj mishra sampurn sunderkand sundar kand sunder kand sundarkand manoj mishra sunder kand by prem parkash dubey sampurn sundar kand 2024 manoj mishra sampurn sunderkand manoj mishra hanuman bhajan hanuman,10,,,,,,,,,3205.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,84843,902,113,3205,0,84843.0,84843,0,0,Standard
K-i78d-fXf4,2025-10-06 17:37:02+00:00,UCFwKgzKe-EdTz83r6wzhmOw,among us new viper role live,,Live Insaan,14100000,,,,,,,,,,triggered insaan live insaan funny comedy gameplay live gta 5 among us,20,,,,,,,,,12144.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,383802,22097,454,12144,0,383802.0,383802,0,0,Popular
5XKTuVTmDWo,2025-10-05 11:15:00+00:00,UCA1BfqEptH9CDtIEjuwyuSg,  2025   vishnu ji lakshmi ji ke bhajanbhajan 2025 sharad purnima bhajan 2025,,Bhakti Sadhna भक्ति साधना,4290000,,,,,,,,,,lakshmi amritvani laxmi bhajans lakshmi bhajans navratri songs devi bhajans devi songs vishnu lakshmi ke bhajans lakshmi narayan ke bhajans sharad poornima sharad purnima special bhajans kartik purnima bhakti songs spiritual devotional songs lakshmi aarti   2025      sharad purnima bhajan sharad purnima ke bhajan sharad purnima ji ke bhajan sharad purnima special bhajan sharad purnima sharad purnima 2025,10,,,,,,,,,2191.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,135071,974,72,2191,1,67535.5,135071,0,1,Standard
ZFqRtVJnvvQ,2025-10-06 09:52:11+00:00,UCCAJcmA8Af9-zTDZaegc_YA,rank push  and high kills  40 update is here  bgmi live  eric ericislive shortsfeed,,ERIC is LIVE,1650000,,,,,,,,,,granny bgmi pubg eric is live eric is live bgmi shorts bgmi crate opening,20,,,,,,,,,8175.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,667083,10349,0,8175,0,667083.0,667083,0,0,Popular
nm2-pZ31uWY,2025-10-05 22:15:02+00:00,UCDLq_dyqKfi0XMUwiCzEIEQ,                  ,,Bhakti Darshan,4320000,,,,,,,,,,bhakti darshan bhajan katha nonstop bhajan 2023,10,,,,,,,,,2113.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,149465,1354,104,2113,1,74732.5,149465,0,1,Standard
PuV2cBrOKGA,2025-10-07 08:55:34+00:00,UCk6KHBozfy-6LvS7Mrd90Ew,granny 1 khele   shortsfeed shortslive chainedtogethergame shorts live wormateio,,Skypat_Gamerz,329000,,,,,,,,,,granny 1 granny granny game granny chapter 1 granny 3 granny 2 granny horror game granny horror granny grandpa granny new update granny horror house granny chapter 2 granny horror escape granny remake granny 4 granny grandpa wala game dikhaiye granny horror game ki video granny grandpa ka nya video welcome back gaming ka granny wala video dikhao granny recaptured granny horror game ka nya video granny house granny chapter 1 door escape,20,,,,,,,,,6659.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,533771,3134,3,6659,-1,inf,533771,0,-1,Popular
V2j_yTN15SY,2025-10-05 01:15:01+00:00,UCt2WjE1KhTbHEVCdprkxSog,video          ashish yadav      maghi sad song 2025,,SAFALTA MUSIC MAGHI,1200,,,,,,,,,,,10,,,,,,,,,1821.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,142712,672,18,1821,1,71356.0,142712,0,1,Standard
2Zqu6COA2WI,2025-10-07 08:48:09+00:00,UC_UAU3OqeuEXDQ7rNbzf3NA,live horror game granny shortslive granny shorts,,ANZU SENPAI,204000,,,,,,,,,,shorts anzu senpai granny live live shorts,20,,,,,,,,,3922.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,184984,4625,8,3922,-1,inf,184984,0,-1,Standard
FSsr0Qi58_E,2025-10-06 03:02:10+00:00,UC-YshF0USNe4WirYM2NM_uA,          devichi gani  ambabai bhaktigeete,,पहाटेची देवीची गाणी,281000,,,,,,,,,,     decichi gani ambabaichi gaani bhakti songs marathi devichi gani ambabai song     ambabai che gane kalubai devi songs kalubai song kalu bhai ke gane    devi che gane kalu bai chi gani deviche gane kalu bhai song   pahatechi devachi gani    navaratri song kojagiri pournima chandragrahan   devichi gani   ,10,,,,,,,,,2176.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,85383,338,6,2176,0,85383.0,85383,0,0,Standard
M2Q1p3BNoC0,2025-10-04 14:08:28+00:00,UCIpN4Y3Pt00Q9KoQMWI77_Q,shinchan surviving 99999 zombies ,,Tyro Gaming,1880000,,,,,,,,,,shinchan surviving zombie attack  junkeyy shivang mini shinchan game doraemon game nobita game shinchan in hindi green gaming gaming with demon shinchan gaming frostbite gaming epic playz verynuclear rock indian gamer amaant flight gamer proboiz tyro gaming proboii taro gaming funny game roblox doraemon new episode shinchan new episode zombie tycoon survive zombie city roblox zombie zombie roblox zombie tycoon roblox,20,,,,,,,,,686.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,914860,8539,741,686,2,304953.3333333333,914860,1,2,High-Performing
4_lahvmxMSg,2025-10-06 09:45:00+00:00,UCRXlpNxGm3FUPPtFSDxxGlQ,         radhe tere charno ki  bhumika sharma  krishna new bhajan 2025,,श्याम प्रेमी ™,28800,,,,,,,,,,radhe rani bhajan krishna bhajan radhe tere charno ki dhool jo mil jaye shyama tere charno ki radhe tere charn ki krishna bhajan vats bandhu krishna bhajan radhe tere charno ki dhool popular krishna bhajan               krishna bhajan radhe tere charno ki         vats bandhu bhakti video singer bhumika sharma radha krishna song radha ji new song 2025 latest radhe song,10,,,,,,,,,332.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,34130,243,6,332,0,34130.0,34130,0,0,Standard
Xpe7fKZBx3E,2025-10-05 12:00:23+00:00,UC0zuegMcQOkNWwcGhui1XlQ,triple flatbed trailer mcqueen transportation with truck  speedbumps vs cars vs train  beamng ,,MBK BEAMNG,11200,,,,,,,,,,beamngdrive gameplay flatbed truck beamng mcqueen beamng truck transport beamng beamng car crashes pothole vs car beamng flatbed transport beamng realistic crash lightning mcqueen beamng beamng mods car crash simulator beamng truck simulation beamng drive crash test beamng transport challenge beamng mcqueen mod,20,,,,,,,,,411.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1232713,5582,134,411,1,616356.5,1232713,1,1,High-Performing
rZ8uVuIPUqg,2025-10-03 09:30:35+00:00,UCh6r40fbLs62rieVnODZkSw,video  raushan rohi      300   srishti bharti  shivani  maghi new song,,Raushan Rohi Entertainment,2160000,,,,,,,,,,raushan rohi raushan rohi entertainment srishti bharti srishti bharti aur raushan rohi ka new magahi song raushan rohi new magahi song 2025 main 300 me bikne lagi  300    raushan rohi song srishti bharti magahi song 2025 raushan rohi magahi song 2025 mai 300 me bikane lagi raushan rohi new song 300      300 me karo hi mal sel   300  tu hai 300 wali srishti bharti maghi song,10,,,,,,,,,240.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-03 00:00:00+00:00,141972,16365,2253,240,-1,inf,1315094,1,3,High-Performing
rZ8uVuIPUqg,2025-10-03 09:30:35+00:00,UCh6r40fbLs62rieVnODZkSw,video  raushan rohi      300   srishti bharti  shivani  maghi new song,,Raushan Rohi Entertainment,2160000,,,,,,,,,,raushan rohi raushan rohi entertainment srishti bharti srishti bharti aur raushan rohi ka new magahi song raushan rohi new magahi song 2025 main 300 me bikne lagi  300    raushan rohi song srishti bharti magahi song 2025 raushan rohi magahi song 2025 mai 300 me bikane lagi raushan rohi new song 300      300 me karo hi mal sel   300  tu hai 300 wali srishti bharti maghi song,10,,,,,,,,,240.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-04 00:00:00+00:00,536347,30193,3209,240,0,536347.0,1315094,1,3,High-Performing
